,anime_id,name,genre,type,episodes,rating,members
6848,31102,Taiko no Tatsujin: 15 Shuunenkinen Short Animation,Game,ONA,1,5.4,461
6849,25377,TOTO Green Challenge,Slice of Life,ONA,1,5.4,115
6851,5304,Akiba-chan,"Comedy, Kids, Slice of Life",TV,10,5.39,1383
6853,21875,Chou Akuukan Bouheki Cheese Napolitan,Music,ONA,1,5.39,554
6858,14023,R²: Rise R to the Second Power,Music,Music,1,5.39,240
6861,12865,Ai wa KAT-TUN,Comedy,ONA,5,5.38,1513
6863,5869,Chou no Sainan,Action,Movie,1,5.38,619
6865,15389,Kremlin,"Comedy, Seinen",ONA,5,5.38,458
6876,30162,Hone Hone Rock,"Kids, Music",Music,1,5.37,101
6878,31512,Love & Gift,Slice of Life,ONA,1,5.37,155
6881,3882,Seijuuki Cyguard,"Mecha, Sci-Fi, Supernatural",OVA,1,5.37,1632
6885,28531,Ai Tenchi Muyou! Recaps,"Comedy, Sci-Fi, Shounen",Special,10,5.36,2434
6891,14479,Mahoutsukai Nara Miso wo Kue!,"Fantasy, Magic, School",OVA,1,5.36,4179
6892,14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,"Comedy, Magic",TV,12,5.36,3467
6900,537,Tekken,"Action, Adventure, Martial Arts, Sci-Fi",OVA,2,5.35,9687
6907,1455,Makai Tenshou,"Action, Historical, Samurai, Supernatural",OVA,2,5.34,3970
6909,12521,Tentoumushi no Otomurai,Music,Music,1,5.34,309
6913,28245,Ari-chan,"Comedy, Music",Movie,1,5.33,163
6916,1833,Hyper-Psychic Geo Garaga,"Action, Adventure, Sci-Fi",Movie,1,5.33,674
6917,30948,Kowabon,Horror,TV,13,5.33,21026
6919,27785,Doamaiger D,"Action, Comedy, Mecha",TV,13,5.34,929
6920,6847,Gulliver Funtouki,Adventure,Movie,1,5.32,340
6924,3695,Spectral Force Chronicle Divergence,Fantasy,OVA,1,5.32,410
6928,6829,Izakaya no Ichiya,Action,Movie,1,5.31,406
6929,30327,New York Trip,Dementia,Movie,1,5.31,131
6931,2796,Afro-Ken,"Comedy, Kids",OVA,1,5.3,2199
6934,30076,Roba Chotto Suneta,Music,Music,1,5.3,107
6938,21179,Dragon Fist,"Action, Martial Arts, Shoujo",OVA,1,5.29,296
6939,10743,Tora-chan no Kankan Mushi,Drama,Movie,1,5.29,335
6948,3799,Speed,Comedy,Movie,1,5.28,525
6954,8680,Fuyu no Yoru no Ohanashi,"Kids, Music, Slice of Life",Music,1,5.27,172
6955,32291,Kakegae no,Drama,ONA,1,5.27,103
6964,7843,Kiekaketa Monogataritachi no Tame ni,Dementia,Movie,1,5.26,448
6968,8958,Potecco Babies,Comedy,ONA,2,5.26,184
6970,2181,TANK S.W.A.T. 01,Mecha,OVA,1,5.26,1332
6972,23401,Tobacco wa Dasai,"School, Slice of Life",ONA,1,5.26,222
6974,10710,Houkago no Pleiades: Manner Movie,Magic,Movie,1,5.25,1773
6976,24363,Kitsune to Circus,"Comedy, Kids",Movie,1,5.25,128
6978,30073,Onaka no Ookina Ouji-sama,Music,Music,1,5.25,115
6981,29932,Yume,Dementia,Movie,1,5.25,127
6984,28049,Numa no Taishou,"Adventure, Comedy",Movie,1,5.24,136
6986,28765,The Baby Birds of Norman McLaren,Music,Movie,1,5.24,208
6989,6181,Highway Jenny,Fantasy,OVA,1,5.23,677
6998,23933,Kyutai Panic Adventure!,"Action, Martial Arts, Shounen, Super Power",Special,1,5.21,700
6999,23053,Nisou no Kuzu,Psychological,Movie,1,5.22,265
7001,5874,Sankou to Tako: Hyakumanryou Chinsoudou,Action,Movie,1,5.22,369
7003,22175,The Harmonic Gleam Vibration,Dementia,Movie,1,5.22,150
7014,5017,Yume no Kakera,Music,Music,1,5.21,776
7015,32803,Dreaming Pupa: Yumemiru Bokura,Music,Music,1,5.2,96
7017,2310,Chou Kidou Densetsu DinaGiga,"Mecha, Sci-Fi",OVA,2,5.19,596
7019,10584,Mononoke Dance,"Dementia, Music",Music,1,5.19,568
7020,28197,Ofuro no Kazoe Uta,"Kids, Music",Music,1,5.19,130
7022,15455,Sakura,Fantasy,Movie,1,5.19,355
7023,31257,Spacy,Dementia,Movie,1,5.14,131
7036,18841,PES: Peace Eco Smile - Drive your Heart,"Cars, Romance, Sci-Fi",ONA,1,5.16,449
7037,14235,Salad Land,Fantasy,ONA,1,5.17,168
7040,6769,Mura Matsuri,Music,Movie,1,5.16,997
7041,7021,Ni-hiki no Sanma,Comedy,Movie,1,5.16,344
7043,5880,Oshiruko,Comedy,ONA,1,5.16,749
7048,17659,Gunnm 3D Special,"Action, Sci-Fi, Sports",OVA,1,5.15,1014
7054,6836,Issunboushi: Chibisuke Monogatari,"Action, Samurai",Movie,1,5.14,445
7056,1286,MD Geist II: Death Force,"Mecha, Military, Sci-Fi",OVA,1,5.14,4344
7057,2057,Ojousama Sousamou,"Action, Comedy, Mystery, Police",OVA,1,5.14,1427
7060,30074,Symphonic Variations,Music,Music,1,5.14,121
7071,30431,Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,Music,Music,1,5.12,137
7076,21891,Natsumi Step!,Music,Music,1,5.12,136
7080,31513,Aoki Seimei Hoken,Comedy,Special,1,5.11,158
7081,5299,Coffee Tadaiku,Slice of Life,Movie,1,5.11,413
7082,28993,Hand Soap,"Dementia, Psychological",Movie,1,5.11,246
7084,7259,Kenju Giga,"Parody, Psychological",Movie,1,5.11,480
7089,4250,Kore ga UFO da! Soratobu Enban,"Sci-Fi, Space",Movie,1,5.1,518
7090,8733,Tousan no Tsukutta Uta,"Fantasy, Music",Music,1,5.1,205
7095,4394,Norakuro Gochou,Adventure,Movie,1,5.09,444
7097,6837,Tengu Taiji,Comedy,Movie,1,5.09,501
7102,29944,Kuchao,Dementia,Movie,1,5.08,184
7105,7485,Urashima Tarou,Historical,Movie,1,5.08,409
7107,31014,Aru Zombie Shoujo no Sainan,"Action, Horror",Special,1,5.07,360
7117,10742,Saru to Kani no Gassen,Drama,Movie,1,5.06,200
7136,7512,Dambo,"Fantasy, Music",Music,1,5.03,316
7143,6346,Cherry no Manma,"Comedy, Romance, Shoujo",OVA,1,5.01,1061
7144,30332,Comics,Dementia,Movie,1,5.02,160
7163,15527,Hanabeam,Music,Music,1,4.95,290
7168,32400,KochinPa!,Comedy,TV,12,4.94,529
7169,6850,Norakuro Shoui: Nichiyoubi no Kaijiken,"Action, Military",Movie,1,4.94,443
7171,33042,Zonmi-chan: Halloween☆Special Movie!,"Comedy, Horror",ONA,1,4.94,276
7175,8604,Oshiri Kajiri Mushi,"Comedy, Music",Music,1,4.93,495
7182,22385,a_caFe,"Fantasy, Music",Music,1,4.91,343
7188,7192,Choujikuu Romanesque Samy: Missing 99,"Action, Sci-Fi",OVA,1,4.9,508
7196,2146,Canary,"Fantasy, Music, Romance, School",OVA,1,4.88,1212
7199,7501,Kintarou Taiiku Nikki,Comedy,Movie,1,4.88,174
7201,1102,Urda,"Action, Historical, Military, Sci-Fi",ONA,5,4.87,2248
7205,7031,Satsujinkyou Jidai,Fantasy,Movie,1,4.86,670
7218,30480,Bara Bara Film,Dementia,Movie,1,4.81,110
7223,32288,Jingle,Fantasy,ONA,1,4.8,214
7226,4462,Tairiki Tarou no Mucha Shuugyou,Action,Movie,1,4.8,852
7238,2972,Kindan no Mokushiroku: Crystal Triangle,"Adventure, Demons, Military, Mystery",OVA,1,4.75,878
7241,16692,Jigoku Youchien,"Demons, Kids, School",ONA,12,4.73,1062
7247,5661,Umi no Momotarou,Samurai,Movie,1,4.72,525
7249,31578,JK Meshi!,Comedy,TV,26,4.71,7131
7260,30339,Play Jazz,Dementia,Movie,1,4.69,119
7262,10585,Chuunen Punk,Music,Music,1,4.68,308
7264,11691,Bloody Date,Horror,ONA,1,4.66,1891
7267,7029,Tonari no Yarou,Comedy,Movie,1,4.65,482
7271,30328,Head Spoon,Dementia,Movie,1,4.62,129
7274,32467,Under the Dog: Anthea-chan,"Action, Comedy, Parody",ONA,1,4.62,2390
7285,29971,Landmark,Dementia,ONA,1,4.56,109
7291,22159,"Yami no Kioku, Yume no Inei",Dementia,Movie,1,4.53,181
7294,16802,Golden Batman,"Action, Kids",Movie,1,4.49,347
7301,7811,Yoru no Okite,Dementia,Movie,1,4.46,711
7329,11869,Bloody Night,"Horror, Psychological, Supernatural, Thriller",ONA,1,4.26,1292
7330,20811,Maid of the Dead,"Comedy, Horror",ONA,1,4.26,1595
7336,31687,◯,"Dementia, Music",ONA,1,4.22,448
7341,7024,Heya,"Comedy, Dementia",Movie,1,4.16,804
7343,30859,Memory of Red,Dementia,Movie,1,4.15,331
7357,28657,Red Colored Bridge,Psychological,Movie,1,3.9,450
7358,22377,Wonder Momo,"Action, Game, Martial Arts, School",ONA,5,3.9,3218
7364,6950,Aos,"Dementia, Fantasy",Movie,1,3.83,1080
7369,29995,The Embryo Develops into a Fetus,Dementia,ONA,1,3.76,727
7372,8689,Born by Myself,Psychological,ONA,1,3.73,935
7375,7022,G-senjou no Higeki,"Comedy, Dementia",Movie,1,3.68,562
7378,7028,Pop,Comedy,Movie,1,3.63,508
7381,32294,Ai (ONA),Romance,ONA,1,3.6,332
7382,31586,Mochibei,Dementia,Movie,1,3.58,549
7394,6953,Ningen Doubutsuen,Dementia,Movie,1,2.78,1893
7398,13405,Utsu Musume Sayuri,"Comedy, Dementia",OVA,1,2.14,4047
7401,33363,"""Eiyuu"" Kaitai","Fantasy, Super Power",OVA,1,7.33,578
7402,12763,0-sen Hayato,"Historical, Military",TV,38,6.25,147
7412,29835,47 Todoufuken Specials,"Comedy, Kids, Romance",Special,2,5.23,72
7425,16570,Agigongryong Doolie (Movie),Kids,Movie,1,5.48,155
7431,22621,Ahiru no Pekkle no Hihou wo Sagase,"Adventure, Fantasy, Kids",OVA,1,4.8,103
7436,24645,Ai Shoujo Pollyanna Story Specials,"Drama, Historical, Slice of Life",Special,2,6.11,173
7437,32150,Ai to Shi,Action,Special,1,5.0,69
7439,32806,Aikatsu!: Nerawareta Mahou no Aikatsu Card,"Music, School, Shoujo, Slice of Life",Movie,1,6.42,488
7440,32421,Aikodesho,"Kids, Music",Music,1,4.18,55
7442,25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,"Adventure, Fantasy, Kids",TV,26,7.29,292
7448,18635,Akane-chan,"Comedy, School, Slice of Life",TV,26,6.09,195
7464,24647,Alps Monogatari: Watashi no Annette Specials,"Drama, Slice of Life",Special,2,5.77,132
7470,22959,Angel ga Tonda Hi,"Comedy, Slice of Life",Movie,1,5.67,77
7483,17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,"Drama, Historical, Military",Movie,1,6.45,135
7485,29999,Aoki Uru: Overture,"Military, Sci-Fi",Special,1,5.75,361
7488,22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,"Comedy, Sports",Movie,1,5.14,72
7502,32255,Ashita Kirarin,"Drama, Kids",OVA,1,6.45,59
7506,21553,Asobo Toy-chan,Kids,TV,53,6.14,63
7514,24785,Awate Tokoya,Music,Music,1,3.7,92
7524,26017,Backkom Specials,"Comedy, Kids, Super Power",ONA,8,6.23,93
7525,15787,Backstage Idol Story,Music,TV,8,5.55,292
7536,13553,Bakusou Circuit Roman Twin,Sports,OVA,1,6.0,135
7541,16514,Batsu & Terry,"Comedy, Drama, School, Shounen, Sports",Movie,1,6.19,152
7549,19547,Beompeoking Jaepeo,"Action, Cars",TV,26,4.85,91
7559,10200,Bikkuriman: Moen Zone no Himitsu,"Action, Adventure, Kids",Movie,1,5.42,108
7561,8520,Biriken,"Comedy, Kids",TV,32,5.22,102
7565,24793,Bloody Bunny,Comedy,TV,26,5.26,170
7566,4680,Bocchan,Historical,Special,1,6.17,317
7568,23731,"Boku datte, Kirei ni Shitainda",Kids,OVA,1,4.0,54
7569,31003,Boku no Aozora,"Drama, Kids",OVA,1,8.5,44
7571,26291,Boku no Diet Daisakusen,"Drama, Kids",OVA,1,5.75,52
7572,20189,Boku no Son Gokuu,"Adventure, Fantasy, Kids",Movie,1,5.79,186
7574,32859,Boku wa Kimi wo Warawanai,Music,Music,1,5.4,80
7576,24791,Boku wa Ou-sama,Kids,OVA,4,6.43,58
7578,24795,Boku wa Ou-sama (TV) Special,Kids,Special,1,6.89,53
7584,8416,Bonobono,Comedy,Movie,1,6.81,148
7591,8182,Bouken Shounen Shadar,"Adventure, Horror",TV,156,6.65,184
7593,28983,Bouken-tachi Gamba to Nanbiki no Nakama,"Adventure, Kids",Movie,1,6.71,95
7597,10435,Boyfriend,"Romance, Shoujo, Sports",Special,1,5.68,243
7598,10044,Brave Fire S0.9,"Mecha, Sci-Fi",Special,1,5.88,144
7603,30202,Bucket no Ana,Music,Music,1,4.13,57
7604,10210,Bug tte Honey,"Adventure, Comedy",TV,51,6.3,146
7605,31868,Bug tte Honey: Megarom Shoujo Mai 4622,"Adventure, Comedy",Movie,1,6.0,58
7614,6671,Byeolnala Samchongsa,"Adventure, Sci-Fi",Movie,1,5.07,151
7625,18071,Chalk-iro no People,"Romance, Seinen",OVA,1,5.29,92
7634,29862,Channel 5.5 4th Season Prologue,Comedy,ONA,1,4.81,157
7637,30959,Charamaru-kun to Dokumaru-kun,"Kids, Super Power",OVA,1,7.4,36
7638,30228,Chel-in sacheon-wang,"Action, Sci-Fi",Movie,1,4.43,47
7642,18271,Cheorin Samchongsa,"Action, Mecha, Sci-Fi, Shounen, Space",Movie,1,4.0,114
7645,8025,Chi-Sui Maru,Comedy,TV,41,5.63,185
7649,27855,Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,Kids,OVA,1,5.71,57
7657,32419,Chibinacs 3,Comedy,TV,25,4.43,36
7658,33862,Chichi Kaeru,Drama,ONA,1,4.56,41
7665,29385,Chii-chan to Hige Ojisan,"Kids, Slice of Life",TV,10,5.8,49
7670,24269,Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,"Action, Adventure, Mecha, Sci-Fi, Shounen, Super Power",Movie,1,4.69,93
7677,8563,Chikyuu Monogatari Telepath 2500,"Adventure, Drama, Sci-Fi",Movie,1,5.52,254
7678,14623,Chikyuu SOS Sore Ike Kororin,"Action, Comedy, Kids, Sci-Fi",TV,26,5.78,87
7679,30634,Chikyuu wo Mitsumete,"Sci-Fi, Space",Movie,1,5.2,70
7680,17457,Chingou Muchabee,"Adventure, Comedy",TV,26,6.75,80
7685,17689,Chironup no Kitsune,Drama,Movie,1,7.48,196
7691,23191,Chokin no Susume,Comedy,Movie,1,6.0,71
7694,6636,Chou Kousoku Galvion,"Action, Mecha, Military, Police",TV,22,6.32,364
7698,32218,Choujikuu Seiki Orguss Memorial,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,2,6.43,64
7700,30571,Chouon Senshi Borgman: Madnight☆Gigs!,"Action, Demons, Music, Sci-Fi, Shounen",OVA,1,4.82,102
7709,30818,City Hunter: Ryou no Propose,"Action, Comedy, Mystery, Police",OVA,1,6.8,1070
7710,25969,Clock,Dementia,Special,1,4.04,84
7714,13503,Cofun Gal no Coffy (TV),"Comedy, Parody",TV,12,6.9,77
7718,13507,Cofun Gal no Coffy: Okehazama no Tatakai,"Comedy, Historical, Parody",Movie,1,5.13,66
7720,32628,Columbus no Daibouken,Historical,OVA,1,6.5,35
7721,16794,Computer Haekjeonham Pokpa Daejakjeon,"Action, Sci-Fi, Shounen",Movie,1,4.22,119
7723,25985,Contact,"Comedy, Kids, Sci-Fi",Special,1,5.0,102
7735,33687,Cyborg 009: Call of Justice 3,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4.33,377
7737,6760,Cynical Hysterie Hour: Henshin!,Comedy,Movie,1,5.23,105
7739,6762,Cynical Hysterie Hour: Utakata no Uta,Comedy,Movie,1,6.15,126
7740,6761,Cynical Hysterie Hour: Yoru wa Tanoshii,Comedy,Movie,1,5.59,102
7741,19905,"Dai-chan, Daisuki.","Drama, School, Slice of Life",Movie,1,6.13,91
7743,22329,Daisougen to Hakuba,"Adventure, Historical",OVA,1,6.83,79
7745,16554,Dallyeola Majing-ga-X,"Mecha, Sci-Fi",Movie,1,4.13,94
7750,14631,Dangerous Jiisan Ja,"Comedy, Kids",OVA,2,6.27,126
7759,23855,Dennou Sentai Voogie's★Angel Gaiden: Susume! Super★Angels!,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2,5.25,110
7763,31746,Dochamon Junior,"Comedy, Kids",TV,16,5.09,85
7780,25193,Donguri Mori e,"Fantasy, Kids",OVA,1,4.25,55
7798,7498,Doubutsu Olympic Taikai,Comedy,Movie,1,4.51,149
7810,31261,Drill,Dementia,Movie,1,3.4,106
7832,29423,En En Nikoli,"Adventure, Kids, Music",Special,3,5.4,40
7838,18307,Eunhajeonseol Tera,"Action, Adventure, Sci-Fi, Shounen, Space",Movie,1,3.79,89
7840,33114,Experiment,Dementia,Movie,1,4.0,60
7846,18443,Field ni Soyogu Kaze,"Shounen, Sports",OVA,1,5.23,80
7851,33536,Fly,Fantasy,ONA,1,3.73,47
7861,30173,Fruity Samurai,"Action, Comedy, Historical, Samurai",TV,13,5.52,134
7863,23983,Fuichin-san,"Drama, Historical, Kids, Shoujo",OVA,1,6.6,50
7867,33864,Fujilog (ONA),"Comedy, Music",ONA,2,3.58,42
7870,30163,Fuki to Hiyoko,"Kids, Music",Music,1,5.07,89
7871,23973,Fuku-chan,"Kids, Slice of Life",TV,71,5.0,56
7882,33842,Fushigi no Yappo Shima: Pukipuki to Poi,Kids,TV,25,8.5,24
7913,26163,Ganbare! Lulu Lolo 2nd Season,"Kids, Slice of Life",TV,26,4.56,111
7914,31753,Ganbare! Lulu Lolo 3rd Season,"Kids, Slice of Life",TV,10,6.29,114
7931,8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.66,214
7936,8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.53,221
7938,28103,Gegege no Kitarou: Youkai Japan Rally 3D,"Adventure, Cars, Fantasy, Supernatural",Movie,1,4.3,107
7940,33823,Genbaku Dome Monogatari,"Drama, Historical",OVA,1,7.0,21
7944,8233,Genji,"Historical, Magic, Romance",OVA,2,6.38,383
7956,25363,Gensei Shugoshin P-hyoro Ikka OVA,"Adventure, Fantasy, Shoujo",OVA,3,5.25,81
7965,9388,Ginga Hyouryuu Vifam: Atsumatta 13-nin,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6.07,123
7966,14067,Ginga Hyouryuu Vifam: Chicago Super Police 13,"Action, Comedy, Parody, Police",Special,1,6.0,126
7968,33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,"Action, Mecha, School, Sci-Fi, Seinen, Space",Movie,1,7.0,1849
7969,31385,Ginga Shounen Tai,"Action, Adventure, Kids, Space",TV,92,6.38,79
7971,30481,Ginga Tetsudou 999 for Planetarium,"Adventure, Drama, Sci-Fi, Space",Movie,1,6.8,231
7976,27621,Glass no Kamen Desu ga to Z,"Comedy, Parody",TV,14,6.02,273
7984,24905,Go-hiki no Kobuta to Charleston,Music,Music,1,4.0,85
7985,29918,Go-hiki no Kozaru-tachi,Demons,Movie,1,3.88,78
7988,30796,Gokudou Sakaba Denden: Gokudou Daisensou Gaiden,Comedy,ONA,3,5.5,60
7996,9535,Gongitsune,Adventure,Movie,1,7.22,312
8001,5477,Gozonji! Gekkou Kamen-kun,"Comedy, Parody, Sci-Fi",TV,25,7.0,178
8002,27521,Gra-P & Rodeo,"Comedy, Music",TV,61,5.6,163
8005,29355,Grasshopper Monogatari,"Kids, Music",Music,1,4.18,65
8014,28347,Guitar Shoujo!,Slice of Life,Special,1,4.54,134
8017,24053,Gunners,"Action, Mecha",ONA,1,4.51,102
8028,23585,Haha wo Tazunete Sanzenri Specials,"Adventure, Drama, Slice of Life",Special,2,6.14,138
8036,19495,Hakusai Anime,"Comedy, Romance, School, Slice of Life",ONA,3,6.56,260
8048,17263,Hanakappa Movie: Hana-sake! Pakkaan Chou no Kuni no Daibouken,"Comedy, Kids",Movie,1,6.2,92
8049,30927,"Hanakappa no Koutsuu Anzen: Cake wo Momomete Migi, Hidari, Migi","Drama, Fantasy, Kids",OVA,1,4.67,35
8052,9811,Hanasaka Tenshi Tenten-kun,"Comedy, Fantasy",TV,43,6.75,109
8059,29269,Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi,"Kids, Sci-Fi",OVA,1,5.67,50
8060,28575,"Hanshin Awaji Daishinsai ni Manabu: Boku wa, Ano Hi wo Wasurenai.","Drama, Historical, Kids",OVA,1,7.0,44
8066,24877,Hare Tokidoki Buta,"Comedy, Kids",Movie,1,4.7,67
8074,10539,Hato no Oyome-san,Comedy,TV,22,3.62,168
8077,10603,Hayabusa: Back to the Earth,Historical,Movie,1,5.8,125
8081,23015,Hazedon,"Adventure, Comedy, Kids",TV,26,5.8,61
8084,10964,Heavy,"Action, Drama, Sports",Movie,1,6.2,140
8088,24257,Heisei no Cinderella: Kiko-sama Monogatari,"Historical, Romance",Special,1,5.06,86
8089,18389,Heisei Policemen!!,"Comedy, Police",ONA,6,5.78,147
8090,19961,Heisei Tensai Bakabon,"Comedy, Slice of Life",TV,46,6.77,156
8091,24465,Heli-Tako Puu-chan,"Comedy, Kids",TV,42,6.86,61
8093,30264,Hello Kitty no Cinderella (OVA),"Fantasy, Kids",OVA,1,5.83,99
8094,22455,Hello Kitty no Circus ga Yatte Kita,"Fantasy, Kids",OVA,1,6.51,113
8097,18085,Hello Kitty no Hakuchou no Ouji,"Fantasy, Kids",OVA,1,6.26,143
8105,22487,Hello Kitty no Match Uri Shoujo,"Fantasy, Kids",OVA,1,6.91,134
8110,17955,Hello Kitty no Nemureru Mori no Bijo,"Fantasy, Kids",OVA,1,6.64,159
8116,22483,Hello Kitty no Sanbiki no Kobuta,"Fantasy, Kids",OVA,1,6.33,95
8119,18825,Hello Kitty no Shiawase no Tulip,Kids,Special,1,6.14,109
8120,17951,Hello Kitty no Shirayuki-hime,"Fantasy, Kids",OVA,1,6.31,152
8128,22461,Hello Kitty no Yume Dorobou,"Fantasy, Kids",OVA,1,6.05,99
8132,30064,Hello Kitty to Miyou: Aesop Monogatari,"Fantasy, Kids",OVA,4,5.25,65
8139,4417,Hennako-chan,Comedy,ONA,6,6.04,129
8140,28353,Henteko na Volunteer,"Drama, Slice of Life",OVA,1,8.33,44
8148,23675,Hi no Tori: Kizuna-hen,"Fantasy, Kids",Special,1,7.56,138
8157,32943,Hikari: Kariya wo Tsunagu Monogatari,Sports,Special,1,5.52,171
8160,33580,Hikaru no Gen-chan,"Historical, Kids, Music",Music,1,4.58,38
8161,31235,Hikawa Maru Monogatari,"Drama, Historical",Movie,1,7.3,259
8165,22821,Himitsukessha Taka no Tsume EX,"Comedy, Parody, Super Power",TV,38,6.7,105
8166,13207,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,"Comedy, Historical, Parody",TV,9,5.37,126
8172,30753,Himitsukessha Taka no Tsume The Movie 4: Kaspersky wo Motsu Otoko,"Comedy, Parody",OVA,1,6.4,54
8174,13433,himitsukesshatakanotsume.jp,"Comedy, Parody, Super Power",ONA,78,6.1,101
8176,17405,Hino Hideshi Toukaidou Yotsuya Kaidan,Horror,OVA,1,6.17,213
8183,34115,Hitori de Nayamanaide Issho ni Kangaeyou,Drama,Movie,1,4.22,29
8187,10509,Hoero! Bun Bun (Movie),Kids,Movie,1,6.28,120
8191,30134,Hong Gil Dong 2084,"Action, Adventure",Movie,1,5.0,55
8194,6150,Hong Xing Xiao Yong Shi,"Historical, Kids, Slice of Life",Movie,1,6.13,145
8208,33305,Hua Jianghu Zhi Ling Zhu,"Action, Drama, Fantasy, Historical, Martial Arts",ONA,41,7.57,171
8210,19957,Huckleberry no Bouken (Movie),"Adventure, Drama, Historical",Movie,1,5.93,111
8214,16776,Hurdle,Drama,Movie,1,5.14,109
8215,19681,Hustle Punch,"Comedy, Fantasy, Kids",TV,26,6.63,157
8220,19071,"Hyakumannen Attara, Dousuru?",Kids,OVA,1,5.0,61
8221,10238,Hybrid Deka,Comedy,Movie,1,5.0,94
8222,22887,Hyokkori Hyoutan Shima,"Adventure, Kids",Movie,1,6.4,59
8223,9781,Hyouga Senshi Gaislugger,"Action, Mecha, Sci-Fi",TV,20,6.37,155
8224,29671,Hyoutan,Psychological,Movie,1,4.74,88
8228,6060,Ichigatsu ni wa Christmas,Romance,OVA,1,5.93,247
8229,9518,Ichigo Ichie: Kimi no Kotoba,Comedy,TV,13,6.9,274
8230,3164,Ichigo Ichie: Koibana Tomobana,Comedy,TV,13,7.1,260
8234,32254,Ijigen Gattai Mojibakeru Z,"Game, Kids",ONA,1,5.35,59
8236,28483,Ijime wa Zettai Warui!,"Drama, School, Slice of Life",OVA,1,7.67,46
8237,26329,Ijimekko Ookami to Nana-chan,"Drama, Kids",OVA,1,8.0,66
8256,32227,Inemuri Buu-chan,Kids,Movie,1,4.11,53
8263,10847,Inumarudashi,Comedy,TV,4,5.47,332
8267,11421,Iruka to Shounen,"Adventure, Kids",TV,13,5.04,118
8268,25305,Isewan Taifuu Monogatari,"Drama, Historical",Movie,1,7.4,99
8270,28021,Ishii Hisaichi no Nanda Kanda Gekijou,"Comedy, Martial Arts, Sci-Fi, Space",OVA,2,8.0,62
8273,10760,Issunboushi,Drama,Movie,1,6.0,120
8276,9496,Itoshi no Betty Mamonogatari,"Fantasy, Romance, Seinen",Movie,1,5.39,134
8280,26119,Iwata Kunchi no Obaachan,"Drama, Historical, Kids",OVA,1,6.33,52
8283,29367,Jam the Housnail,"Adventure, Kids",TV,15,7.0,49
8284,18323,Jangdokdae,"Drama, Historical",Movie,1,4.36,60
8296,28489,Jigoku Koushien,"Comedy, Horror, Shounen, Sports",OVA,1,5.14,69
8298,32800,Jijii: Owari no Hajimari,Music,Music,1,4.28,66
8300,33886,Jikkyou Chuukei,"Dementia, Music",Music,1,4.31,52
8307,28549,Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,"Drama, Kids",OVA,1,6.33,48
8311,30392,Joukyou Monogatari,Slice of Life,Movie,1,5.4,110
8314,19063,Judo-bu Monogatari,"School, Sports",OVA,2,5.88,82
8315,32092,Juicy Jungle,"Music, Sci-Fi",Music,1,3.56,63
8317,18533,Jungle Taitei Leo: Hon-o-ji,"Adventure, Drama",Movie,1,6.77,190
8320,9525,Junod,"Drama, Historical",Special,1,6.97,235
8322,29409,Juu-nin no Chiisa na Indian,Kids,Movie,1,3.5,103
8326,31016,Juuroku Jizou Monogatari: Sensou no Gisei ni Natta Kodomo-tachi,"Drama, Historical, Kids",OVA,1,6.33,39
8328,9606,Kaba no Potomasu,Kids,Movie,1,6.13,68
8332,32473,Kabocha no Oji-san,"Kids, Music",Music,1,4.75,38
8333,29748,Kabushiki Kaisha Zoo,"Comedy, Kids",TV,12,6.33,46
8340,30457,Kachikachi Yama no Shouboutai,Comedy,Movie,1,6.19,101
8341,33133,Kachikachi Yama: Umi Yama-hen,Fantasy,Movie,1,5.5,56
8344,29870,Kagami,Romance,Movie,1,4.49,119
8348,29529,Kagee Aesop Monogatari,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural",TV,26,7.17,85
8358,22977,Kaibutsu-kun: Kaibutsu Land e no Shoutai,"Comedy, Horror, Kids, Shounen",Movie,1,6.22,83
8367,21551,Kaitei Toshi no Dekiru made,Sci-Fi,Movie,1,8.0,64
8369,19053,Kaitou Jigoma Ongaku-hen,Music,Movie,1,4.75,88
